checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0,2.2481943623946683,0,0,0.10446934821726915,0,1,0.9184771676276685,3,2,-0.7659772668958666,0,-0.4877843092997643,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
1,-1.2364778603818776,1,4,-0.8546544151959198,2,3,-1.7645135849361147,0,2,1.0469866784197936,2,0.3037877757521432,1,1,1.0270789116578085,1,-0.4282895663715403,1,1,1
3,-0.738667542842371,1,4,-0.9177453353317467,0,1,0.9184771676276685,0,2,0.1405047057619635,0,1.35921722248802,1,1,1.0270789116578085,1,-0.4282895663715403,1,1,1
1,1.2525737273156552,1,3,0.744239633864278,2,0,0.024146916773074168,3,1,-0.7659772668958666,1,-0.6636892170890771,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
3,-0.2408572253028645,1,6,-0.5987463009371162,3,3,0.9184771676276685,3,2,1.0469866784197936,0,0.919454953014738,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
3,-1.2364778603818776,3,6,-0.6823949366228194,0,3,-0.8701833340815202,3,2,1.0469866784197936,2,0.5676451374361124,0,0,-0.7049259983890862,1,2.3348689263480744,1,1,1
3,-0.9046043153555399,3,6,-0.4775266678671567,2,0,-1.7645135849361147,3,2,1.0469866784197936,1,0.21583532185748686,1,1,-0.7049259983890862,1,-0.4282895663715403,1,0,1
2,1.2525737273156552,3,6,0.9133091220934322,2,0,0.9184771676276685,3,2,-1.6724592395536968,0,-1.0154990326677027,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
0,0.2569530922366421,1,9,1.590295961753148,3,3,-0.8701833340815202,0,2,1.0469866784197936,2,-0.5757367631944207,1,2,-0.7049259983890862,1,-0.4282895663715403,0,1,1
0,0.2569530922366421,2,0,1.309931254857423,0,1,0.9184771676276685,3,2,1.0469866784197936,0,0.03993041406817406,1,2,-0.7049259983890862,0,-0.4282895663715403,1,1,1
1,-0.738667542842371,3,3,-0.7050793124019931,2,0,-0.8701833340815202,0,2,1.0469866784197936,0,-1.3673088482463283,1,2,-0.7049259983890862,1,-0.4282895663715403,0,1,0
1,-0.9875727016121243,1,7,-0.7029526521726955,0,3,0.024146916773074168,3,1,1.0469866784197936,3,1.0953598608040507,1,1,1.0270789116578085,1,2.3348689263480744,0,0,1
1,-0.738667542842371,0,8,-1.0393194117732558,2,3,0.9184771676276685,2,2,-1.6724592395536968,0,0.8315024991200816,0,1,-0.7049259983890862,3,-0.4282895663715403,0,1,1
0,0.2569530922366421,3,4,0.08532940615359133,0,1,-0.8701833340815202,3,2,0.1405047057619635,0,0.21583532185748686,0,1,1.0270789116578085,1,-0.4282895663715403,1,1,1
3,-1.2364778603818776,1,6,-0.486742195527446,4,0,-1.7645135849361147,3,2,-0.7659772668958666,3,-0.13597449372113873,1,1,1.0270789116578085,3,2.3348689263480744,0,1,1
3,0.2569530922366421,1,6,-0.1415143516381459,0,3,0.024146916773074168,3,2,1.0469866784197936,3,0.03993041406817406,1,1,-0.7049259983890862,1,2.3348689263480744,1,1,1
3,-0.2408572253028645,1,4,-0.7855379577437499,2,2,0.9184771676276685,0,2,-1.6724592395536968,1,-0.4877843092997643,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
3,-0.4897623840726178,3,1,-0.7121681798329849,1,1,0.9184771676276685,3,2,0.1405047057619635,1,0.03993041406817406,1,1,1.0270789116578085,1,-0.4282895663715403,1,1,1
0,-0.9046043153555399,3,4,1.4307964445558328,2,4,-0.8701833340815202,3,2,1.0469866784197936,2,3.0303138464864916,0,0,-0.7049259983890862,0,-0.4282895663715403,1,1,1
3,1.2525737273156552,3,4,-0.83728668998999,1,3,0.9184771676276685,3,2,1.0469866784197936,1,0.03993041406817406,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
3,-1.2364778603818776,3,3,-0.10394335425388943,1,0,-1.7645135849361147,3,2,-0.7659772668958666,0,-0.3118794015104515,1,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
1,-0.2408572253028645,3,3,-0.7586002615059811,2,4,0.9184771676276685,0,2,-0.7659772668958666,0,-0.22392694761579512,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,0
0,-0.8216359290989554,3,3,-0.6005185177948642,3,2,0.9184771676276685,0,2,-1.6724592395536968,3,-1.3673088482463283,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
3,0.2569530922366421,3,3,0.24837335706640246,2,1,-0.8701833340815202,0,2,1.0469866784197936,1,-0.9275465787730462,1,2,-0.7049259983890862,1,-0.4282895663715403,1,1,1
0,0.2569530922366421,1,0,-0.4736277907801112,2,3,0.9184771676276685,1,2,1.0469866784197936,3,-0.3998318554051079,1,1,1.0270789116578085,1,-0.4282895663715403,1,1,0
1,-0.4897623840726178,4,4,-0.8227545117564568,2,3,0.9184771676276685,3,2,0.1405047057619635,0,-0.22392694761579512,1,2,1.0270789116578085,1,2.3348689263480744,0,1,0
3,-0.738667542842371,3,3,-0.88903542223623,2,0,0.9184771676276685,0,2,-1.6724592395536968,3,-0.8395941248783899,1,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
0,0.2569530922366421,2,3,-0.4279045958502142,2,4,0.024146916773074168,0,2,-0.7659772668958666,1,-0.13597449372113873,1,1,-0.7049259983890862,0,-0.4282895663715403,1,1,0
0,-1.0705410878687087,3,6,-0.6582927873574473,2,0,0.9184771676276685,3,1,-0.7659772668958666,3,-0.22392694761579512,1,1,-0.7049259983890862,1,-0.4282895663715403,0,0,1
1,0.008047933466888799,2,2,0.05059395574173156,2,2,-0.8701833340815202,3,2,-1.6724592395536968,1,-0.8395941248783899,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,0
3,0.7547634097761486,0,9,1.49353292132011,4,4,0.9184771676276685,0,2,-1.6724592395536968,3,1.5351221302773328,0,1,-0.7049259983890862,0,-0.4282895663715403,1,1,0
1,-0.738667542842371,3,3,-0.2460751462452748,2,0,-0.8701833340815202,1,2,-1.6724592395536968,0,0.5676451374361124,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
1,-1.2364778603818776,1,6,-1.0396738551448055,1,3,0.9184771676276685,3,2,1.0469866784197936,0,1.4471696763826765,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
3,-0.738667542842371,3,6,-0.4637033763767227,2,1,0.9184771676276685,3,2,-0.7659772668958666,0,-0.3998318554051079,1,2,1.0270789116578085,0,2.3348689263480744,1,1,1
1,0.008047933466888799,1,4,-0.9570885495737512,2,3,0.9184771676276685,3,2,1.0469866784197936,3,2.5905515770132093,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
3,1.2525737273156552,2,0,2.2332562377441034,2,2,-1.7645135849361147,1,2,-1.6724592395536968,0,-0.6636892170890771,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,0
0,1.2525737273156552,2,0,0.41956950552485417,2,0,-0.8701833340815202,1,2,-0.7659772668958666,3,-0.4877843092997643,2,1,1.0270789116578085,0,-0.4282895663715403,1,1,0
1,0.008047933466888799,0,4,-0.575707481786393,4,0,0.9184771676276685,3,2,-0.7659772668958666,1,0.3917402296467996,1,1,1.0270789116578085,3,2.3348689263480744,0,1,0
3,0.2569530922366421,1,3,0.17925689961423252,3,0,0.9184771676276685,3,2,1.0469866784197936,3,1.2712647685933636,1,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
0,-0.2408572253028645,1,4,-0.8461477742787297,2,3,0.9184771676276685,3,2,1.0469866784197936,0,0.03993041406817406,0,1,-0.7049259983890862,1,2.3348689263480744,1,1,0
3,-0.4897623840726178,1,6,-0.6774327294211251,2,0,0.9184771676276685,3,2,-0.7659772668958666,1,-0.3998318554051079,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
0,-0.9875727016121243,0,9,0.6584643379492774,2,3,-0.8701833340815202,0,2,1.0469866784197936,2,3.382123662065117,0,0,-0.7049259983890862,0,2.3348689263480744,1,1,0
0,-0.4067939978160333,1,4,-0.7430047531577991,2,4,-0.8701833340815202,3,2,0.1405047057619635,0,2.8544089386971785,1,0,2.7590838217047033,2,-0.4282895663715403,1,1,1
1,-0.738667542842371,3,6,-0.9205808823041435,0,1,0.9184771676276685,2,2,-1.6724592395536968,1,-1.3673088482463283,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,0
0,-0.2408572253028645,4,3,-0.009661417421698642,2,0,-1.7645135849361147,0,2,1.0469866784197936,0,-0.22392694761579512,0,1,1.0270789116578085,1,-0.4282895663715403,1,1,1
3,0.2569530922366421,3,0,0.4677738040555983,3,0,-0.8701833340815202,3,2,0.1405047057619635,1,1.6230745841719891,1,1,2.7590838217047033,0,-0.4282895663715403,1,1,0
0,2.2481943623946683,4,0,0.20300460550805502,0,1,0.9184771676276685,3,2,1.0469866784197936,2,-0.13597449372113873,1,0,-0.7049259983890862,3,2.3348689263480744,0,1,0
0,0.5058582510063954,3,0,0.22817008488807586,2,0,0.9184771676276685,3,2,-0.7659772668958666,0,0.03993041406817406,1,1,-0.7049259983890862,1,2.3348689263480744,1,1,0
3,-1.2364778603818776,3,6,-0.4123090875020322,2,1,-0.8701833340815202,2,2,-0.7659772668958666,3,-0.5757367631944207,1,2,-0.7049259983890862,1,-0.4282895663715403,0,1,1
0,1.999289203624915,3,6,-0.08515785556176118,0,0,0.9184771676276685,3,1,1.0469866784197936,1,-1.279356394351672,1,2,-0.7049259983890862,1,-0.4282895663715403,0,1,0
0,-0.9875727016121243,1,2,-0.627456214032633,2,3,-0.8701833340815202,0,2,0.1405047057619635,0,-0.13597449372113873,1,1,1.0270789116578085,0,-0.4282895663715403,1,1,0
3,-1.2364778603818776,1,6,-0.6696349752470342,2,0,-1.7645135849361147,0,2,-1.6724592395536968,0,-0.6636892170890771,1,1,1.0270789116578085,1,-0.4282895663715403,1,1,1
0,-0.738667542842371,3,3,-0.8224000683849072,0,2,0.9184771676276685,0,2,1.0469866784197936,0,-0.7516416709837335,0,2,4.491088731751598,1,-0.4282895663715403,0,1,0
0,0.2569530922366421,3,9,-0.18121200925169992,4,3,0.9184771676276685,3,2,1.0469866784197936,2,0.03993041406817406,0,0,-0.7049259983890862,1,-0.4282895663715403,1,1,1
0,-0.2408572253028645,2,3,0.363567452820019,2,3,0.9184771676276685,1,2,0.1405047057619635,2,0.3917402296467996,1,1,-0.7049259983890862,0,-0.4282895663715403,1,1,0
3,-0.9875727016121243,1,2,-0.827716718958151,1,3,0.9184771676276685,3,2,-0.7659772668958666,0,1.4471696763826765,1,1,1.0270789116578085,1,-0.4282895663715403,1,1,1
1,-0.738667542842371,3,4,-0.7454858567586463,2,0,0.9184771676276685,2,2,0.1405047057619635,3,-0.7516416709837335,1,1,-0.7049259983890862,3,-0.4282895663715403,0,1,1
3,0.5058582510063954,2,0,0.6542110174906823,2,1,0.024146916773074168,3,2,1.0469866784197936,0,-0.8395941248783899,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
1,-0.738667542842371,3,8,-0.8397677935908371,2,1,0.9184771676276685,2,2,1.0469866784197936,1,-1.279356394351672,1,2,-0.7049259983890862,1,-0.4282895663715403,0,1,0
3,-0.738667542842371,1,4,-0.6295828742619306,2,3,0.9184771676276685,3,2,-1.6724592395536968,3,0.21583532185748686,1,1,1.0270789116578085,3,2.3348689263480744,0,1,1
1,0.7547634097761486,1,9,2.6057762212427216,2,3,0.024146916773074168,3,2,1.0469866784197936,2,0.21583532185748686,1,0,2.7590838217047033,0,2.3348689263480744,1,1,1
3,-0.738667542842371,1,3,-0.4736277907801112,2,3,0.9184771676276685,3,2,1.0469866784197936,3,0.6555975913307688,1,1,2.7590838217047033,1,-0.4282895663715403,1,1,1
0,-0.738667542842371,1,1,-0.6547483536419514,2,1,0.9184771676276685,3,2,0.1405047057619635,1,-0.8395941248783899,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
1,0.2569530922366421,3,0,1.1685083496091366,2,0,-0.8701833340815202,2,2,-0.7659772668958666,0,-1.279356394351672,2,1,-0.7049259983890862,3,-0.4282895663715403,0,1,1
3,-0.738667542842371,3,9,-0.6586472307289969,3,1,0.024146916773074168,3,2,-0.7659772668958666,1,1.7110270380666455,1,1,-0.7049259983890862,1,-0.4282895663715403,0,0,1
3,-0.9875727016121243,1,6,-0.06991679058512884,4,0,-1.7645135849361147,3,2,-0.7659772668958666,3,-0.22392694761579512,1,1,1.0270789116578085,1,2.3348689263480744,0,1,1
3,1.2525737273156552,3,6,0.1998146151641087,4,3,-0.8701833340815202,0,2,1.0469866784197936,3,0.8315024991200816,1,1,-0.7049259983890862,3,-0.4282895663715403,1,1,1
1,0.5058582510063954,4,0,0.7165930508834101,2,4,-0.8701833340815202,3,2,1.0469866784197936,1,1.2712647685933636,2,1,1.0270789116578085,1,-0.4282895663715403,1,1,0
2,0.7547634097761486,2,0,-0.4831977618119501,2,3,0.9184771676276685,3,2,1.0469866784197936,3,2.678504030907866,1,1,-0.7049259983890862,0,-0.4282895663715403,1,1,0
3,1.2525737273156552,1,6,0.025074032990161123,4,3,0.9184771676276685,3,2,-0.7659772668958666,0,1.35921722248802,1,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
0,-1.2364778603818776,1,8,-0.8291344924443494,4,1,-1.7645135849361147,0,2,0.1405047057619635,1,0.3037877757521432,1,1,1.0270789116578085,3,-0.4282895663715403,0,1,1
1,-0.2408572253028645,4,0,-0.05928348943864116,2,1,0.024146916773074168,3,2,-1.6724592395536968,1,-0.3998318554051079,0,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
2,1.2525737273156552,3,6,0.22746119814497667,2,0,-0.8701833340815202,3,2,-0.7659772668958666,3,-1.103451486562359,1,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
1,0.2569530922366421,3,3,-0.08870228927725708,2,0,-0.8701833340815202,1,2,-0.7659772668958666,3,-1.0154990326677027,1,2,-0.7049259983890862,3,-0.4282895663715403,0,1,1
3,-0.9046043153555399,3,4,-0.6760149559349268,2,0,-0.8701833340815202,0,2,1.0469866784197936,0,2.502599123118553,1,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
0,-0.738667542842371,3,6,-0.9379486075100734,2,2,0.9184771676276685,2,1,-1.6724592395536968,3,-0.8395941248783899,0,1,-0.7049259983890862,3,-0.4282895663715403,0,1,1
1,-0.738667542842371,3,2,-0.7341436688690595,4,0,0.9184771676276685,0,2,1.0469866784197936,1,-1.103451486562359,0,2,-0.7049259983890862,1,-0.4282895663715403,1,1,1
3,-0.738667542842371,3,6,-0.908884251043007,2,0,0.9184771676276685,3,2,-0.7659772668958666,3,-0.4877843092997643,0,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
3,0.2569530922366421,2,0,-0.10394335425388943,4,0,0.9184771676276685,3,2,1.0469866784197936,3,-0.3118794015104515,1,1,1.0270789116578085,1,2.3348689263480744,1,1,1
3,-0.4897623840726178,3,9,0.49116706657787124,2,0,0.024146916773074168,3,2,-0.7659772668958666,0,-0.4877843092997643,1,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
3,1.2525737273156552,4,7,-0.23331518486948957,2,0,0.9184771676276685,3,2,-0.7659772668958666,0,-0.7516416709837335,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
0,2.2481943623946683,3,6,2.725578080826483,3,1,-1.7645135849361147,3,0,-0.7659772668958666,2,-0.7516416709837335,0,1,1.0270789116578085,1,-0.4282895663715403,1,1,0
1,-0.738667542842371,3,3,1.628221402508954,2,3,0.9184771676276685,3,2,1.0469866784197936,2,1.5351221302773328,1,0,-0.7049259983890862,0,-0.4282895663715403,1,1,0
3,-0.9875727016121243,3,6,-0.6356084115782735,2,1,0.9184771676276685,3,2,-0.7659772668958666,0,-1.1914039404570154,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,0
1,0.2569530922366421,3,3,-0.04333353771890964,2,2,0.9184771676276685,3,2,-1.6724592395536968,2,-1.1914039404570154,0,0,-0.7049259983890862,1,-0.4282895663715403,0,1,1
2,1.2525737273156552,3,6,0.33273087949520475,2,0,0.9184771676276685,3,2,-0.7659772668958666,0,-0.8395941248783899,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,0
3,-0.9875727016121243,3,4,-0.27088618225374606,1,3,-0.8701833340815202,3,2,1.0469866784197936,2,1.35921722248802,1,0,-0.7049259983890862,3,-0.4282895663715403,0,1,1
3,-0.738667542842371,3,6,-0.40061245624089575,0,1,0.024146916773074168,3,2,-1.6724592395536968,2,-0.048022039826482336,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
0,-0.2408572253028645,3,6,-0.8525277549666223,2,0,0.9184771676276685,2,1,-0.7659772668958666,3,-0.9275465787730462,1,1,-0.7049259983890862,3,-0.4282895663715403,0,1,1
3,-1.4024146328950464,1,6,-0.6122151490560007,2,1,-0.8701833340815202,3,2,-1.6724592395536968,3,0.5676451374361124,1,1,2.7590838217047033,3,2.3348689263480744,0,1,1
1,0.2569530922366421,3,6,-0.5133254483936652,2,4,0.9184771676276685,3,2,-0.7659772668958666,0,-0.4877843092997643,2,1,-0.7049259983890862,0,2.3348689263480744,0,1,0
0,-1.2364778603818776,3,4,3.9994475581757074,4,4,-1.7645135849361147,3,2,-0.7659772668958666,1,-1.103451486562359,1,1,-0.7049259983890862,2,-0.4282895663715403,1,1,0
0,0.008047933466888799,3,0,-0.1787309056508528,0,3,0.9184771676276685,1,2,-0.7659772668958666,0,2.238741761434584,0,2,1.0270789116578085,3,-0.4282895663715403,0,1,0
3,-0.738667542842371,1,6,-0.7018893220580468,2,0,0.9184771676276685,0,2,-0.7659772668958666,1,-0.048022039826482336,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
1,0.7547634097761486,3,6,-0.2655695316805022,2,3,-1.7645135849361147,3,1,0.1405047057619635,1,0.3037877757521432,1,1,-0.7049259983890862,1,2.3348689263480744,0,1,1
1,0.2569530922366421,3,4,-0.8351600297606924,4,3,0.9184771676276685,0,2,-0.7659772668958666,0,-0.5757367631944207,0,1,-0.7049259983890862,1,-0.4282895663715403,0,1,0
3,-1.2364778603818776,3,6,-0.5941385371069716,2,1,0.024146916773074168,3,2,-0.7659772668958666,1,1.35921722248802,1,1,-0.7049259983890862,1,2.3348689263480744,0,1,1
1,2.2481943623946683,4,9,0.4727360112572926,2,3,0.024146916773074168,3,2,1.0469866784197936,2,-1.0154990326677027,1,0,1.0270789116578085,1,2.3348689263480744,0,1,0
3,-0.738667542842371,1,0,-0.7394603194423033,2,0,0.024146916773074168,0,2,-0.7659772668958666,3,-0.7516416709837335,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
3,-0.738667542842371,0,8,0.06229058700286801,1,0,0.9184771676276685,0,2,0.1405047057619635,3,-0.048022039826482336,1,1,-0.7049259983890862,3,2.3348689263480744,0,1,1
3,0.2569530922366421,3,0,-0.7135859533191833,2,1,0.9184771676276685,3,2,-1.6724592395536968,3,-0.9275465787730462,1,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
3,-0.738667542842371,1,6,-0.9053398173275111,2,3,0.9184771676276685,3,2,1.0469866784197936,3,1.4471696763826765,1,1,2.7590838217047033,1,-0.4282895663715403,0,1,1
3,-1.2364778603818776,4,4,-0.732725895382861,0,0,0.9184771676276685,3,2,-1.6724592395536968,2,-0.048022039826482336,0,2,-0.7049259983890862,1,-0.4282895663715403,0,0,1
2,0.2569530922366421,3,3,-0.4771722244956071,2,0,-0.8701833340815202,3,2,-0.7659772668958666,3,-0.8395941248783899,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
3,-0.2408572253028645,3,6,-1.0060017348475945,2,4,0.024146916773074168,0,0,1.0469866784197936,3,-1.1914039404570154,1,2,-0.7049259983890862,1,-0.4282895663715403,0,1,0
1,-1.2364778603818776,1,4,-0.9234164292765402,3,1,0.024146916773074168,0,2,1.0469866784197936,3,0.3037877757521432,1,1,1.0270789116578085,3,-0.4282895663715403,1,1,1
2,-0.738667542842371,3,3,-0.36162368537044093,2,0,-1.7645135849361147,0,2,-0.7659772668958666,0,0.919454953014738,1,1,-0.7049259983890862,3,-0.4282895663715403,0,1,1
0,0.7547634097761486,3,4,-0.39742246589694946,2,0,0.9184771676276685,0,1,-0.7659772668958666,2,-1.0154990326677027,0,1,-0.7049259983890862,1,-0.4282895663715403,0,1,0
3,0.2569530922366421,2,3,0.31181872057377896,0,0,-0.8701833340815202,3,2,0.1405047057619635,1,-0.048022039826482336,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
0,-0.9875727016121243,3,3,-0.4399556704829002,4,1,-0.8701833340815202,3,2,-1.6724592395536968,0,-1.0154990326677027,1,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
0,3.2438149974736814,2,6,1.4697852154262876,4,0,-1.7645135849361147,3,2,-1.6724592395536968,3,-0.7516416709837335,1,1,-0.7049259983890862,3,-0.4282895663715403,0,1,1
3,0.2569530922366421,1,6,-0.20814970548946873,2,0,0.9184771676276685,3,2,-0.7659772668958666,3,-0.048022039826482336,1,1,1.0270789116578085,3,-0.4282895663715403,0,1,1
1,-0.738667542842371,0,6,-0.39777690926849907,2,0,0.9184771676276685,1,2,-1.6724592395536968,2,-0.5757367631944207,1,0,-0.7049259983890862,1,-0.4282895663715403,0,1,0
3,-0.4897623840726178,3,9,0.19166241761846814,0,2,-1.7645135849361147,0,2,1.0469866784197936,0,-1.103451486562359,1,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
3,-0.8216359290989554,1,6,-0.7504480639603406,0,4,0.9184771676276685,0,2,1.0469866784197936,3,1.8869319458559584,1,1,2.7590838217047033,3,-0.4282895663715403,0,1,1
1,-0.738667542842371,3,3,-0.572163048070897,2,0,-0.8701833340815202,3,2,-0.7659772668958666,3,-0.7516416709837335,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
1,0.2569530922366421,3,6,-0.5913029901345749,2,3,0.9184771676276685,0,2,1.0469866784197936,0,1.7110270380666455,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
1,-0.2408572253028645,1,4,0.7197830412273564,2,3,-0.8701833340815202,3,2,1.0469866784197936,2,0.03993041406817406,1,0,2.7590838217047033,0,-0.4282895663715403,1,1,1
3,-0.738667542842371,1,2,-0.185465329710295,2,3,-0.8701833340815202,0,2,1.0469866784197936,2,1.8869319458559584,0,0,2.7590838217047033,3,-0.4282895663715403,0,1,1
3,-0.9046043153555399,1,4,-0.7231559243510222,2,3,0.024146916773074168,3,2,1.0469866784197936,3,-0.3118794015104515,1,1,1.0270789116578085,3,2.3348689263480744,0,0,1
0,-0.4897623840726178,3,6,-0.8752121307457961,2,3,0.9184771676276685,3,2,0.1405047057619635,0,0.12788286796283044,1,1,-0.7049259983890862,1,2.3348689263480744,0,1,0
3,1.2525737273156552,1,0,1.074935299520045,4,3,0.9184771676276685,3,2,1.0469866784197936,3,0.03993041406817406,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
3,0.2569530922366421,3,6,-0.6161140261430461,2,2,0.9184771676276685,0,2,0.1405047057619635,0,0.21583532185748686,2,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
1,-0.5727307703292022,3,4,2.0227168750436473,2,3,-1.7645135849361147,1,2,1.0469866784197936,1,0.8315024991200816,1,1,-0.7049259983890862,0,-0.4282895663715403,1,0,0
3,0.2569530922366421,3,6,-0.8053867865505269,4,3,0.9184771676276685,3,2,-0.7659772668958666,0,-0.9275465787730462,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
3,-0.2408572253028645,3,4,-0.2159474596635597,4,1,0.9184771676276685,3,2,0.1405047057619635,1,-0.3118794015104515,1,1,-0.7049259983890862,1,-0.4282895663715403,0,0,1
3,-0.738667542842371,1,3,-0.6625461078160424,1,1,0.024146916773074168,0,2,1.0469866784197936,0,0.12788286796283044,1,2,-0.7049259983890862,1,-0.4282895663715403,1,1,1
0,2.2481943623946683,0,4,3.153745673658387,4,4,0.9184771676276685,3,0,1.0469866784197936,2,0.03993041406817406,1,0,-0.7049259983890862,0,-0.4282895663715403,1,1,1
0,2.2481943623946683,3,6,-0.0748789977868231,2,1,0.9184771676276685,3,2,1.0469866784197936,3,-0.6636892170890771,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,0
1,0.7547634097761486,3,7,3.093135857123407,2,2,-1.7645135849361147,1,2,-1.6724592395536968,2,-0.13597449372113873,1,1,-0.7049259983890862,3,-0.4282895663715403,1,1,0
3,-0.9875727016121243,3,6,-0.20354194165932407,2,0,-1.7645135849361147,3,2,-0.7659772668958666,3,-0.3118794015104515,1,1,-0.7049259983890862,1,2.3348689263480744,0,1,1
3,-0.2408572253028645,1,6,-0.30739384952335375,2,0,-0.8701833340815202,0,2,-0.7659772668958666,0,-0.8395941248783899,1,1,1.0270789116578085,1,-0.4282895663715403,0,1,1
1,-0.738667542842371,3,3,-0.7121681798329849,4,3,-0.8701833340815202,1,2,1.0469866784197936,1,1.1833123146987072,1,1,-0.7049259983890862,3,-0.4282895663715403,1,1,1
3,-1.2364778603818776,3,3,0.4748626714865901,2,2,-1.7645135849361147,0,2,1.0469866784197936,1,-0.3118794015104515,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,0
3,0.2569530922366421,3,6,-0.48567886541279726,0,0,0.9184771676276685,3,2,1.0469866784197936,0,-0.5757367631944207,1,2,-0.7049259983890862,0,-0.4282895663715403,1,1,1
3,-0.4897623840726178,1,9,0.03428956065045045,3,3,0.024146916773074168,3,2,1.0469866784197936,2,-1.103451486562359,1,2,1.0270789116578085,1,-0.4282895663715403,1,1,1
3,-0.738667542842371,3,3,-0.601581847909513,2,0,0.9184771676276685,3,2,-0.7659772668958666,3,1.2712647685933636,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
2,-0.2408572253028645,0,6,-0.64730504283941,4,1,0.9184771676276685,3,2,1.0469866784197936,0,1.1833123146987072,0,1,-0.7049259983890862,3,-0.4282895663715403,0,1,1
3,-0.4897623840726178,1,3,-0.6207217899731908,4,3,0.9184771676276685,3,2,1.0469866784197936,1,2.4146466692238966,1,1,-0.7049259983890862,1,-0.4282895663715403,0,1,1
0,0.2569530922366421,1,4,0.21505568014074106,0,2,0.9184771676276685,1,2,-0.7659772668958666,0,0.12788286796283044,1,1,-0.7049259983890862,1,-0.4282895663715403,1,1,1
1,2.165225976138084,3,4,2.6408661150261312,2,2,-1.7645135849361147,0,2,-1.6724592395536968,3,-0.048022039826482336,1,1,-0.7049259983890862,3,-0.4282895663715403,1,1,1
1,2.2481943623946683,3,9,0.5375991482508674,2,1,0.9184771676276685,3,2,0.1405047057619635,1,-0.8395941248783899,1,1,-0.7049259983890862,1,2.3348689263480744,0,1,1
0,2.2481943623946683,2,5,1.5279139283604204,0,4,-0.8701833340815202,3,2,1.0469866784197936,2,-0.3998318554051079,1,0,-0.7049259983890862,0,-0.4282895663715403,1,1,1
0,-0.738667542842371,3,6,-0.7724235529964151,2,0,0.9184771676276685,0,1,1.0469866784197936,3,1.1833123146987072,1,1,1.0270789116578085,1,-0.4282895663715403,1,1,1
1,0.2569530922366421,2,6,-0.7965257022617872,2,2,0.9184771676276685,2,2,1.0469866784197936,3,1.0953598608040507,2,1,-0.7049259983890862,1,-0.4282895663715403,0,1,0
3,-0.738667542842371,3,0,-0.7780946469412086,2,0,-0.8701833340815202,2,2,-0.7659772668958666,3,-0.8395941248783899,1,1,-0.7049259983890862,1,-0.4282895663715403,1,0,1
